ID_CLIENT,CIBLE,TYPE_CONTRAT,GENRE,PROPRIETAIRE_VOITURE,PROPRIETAIRE_BIEN_IMMO,NBR_ENFANTS,REVENU_TOTAL,MONTANT_CREDIT,MONTANT_ANNUITE,MONTANT_BIENS,TYPE_REVENUS,NIVEAU_EDUCATION,STATUT_FAMILIAL,TYPE_LOGEMENT,JOURS_ENREGISTREMENT,JOURS_ID_PUBLICATION,FLAG_MOBILE,FLAG_TELEPHONE_PRO,FLAG_TELEPHONE_TRAVAIL,FLAG_TELEPHONE,FLAG_EMAIL,NBR_MEMBRES_FAMILLE,SOURCE_EXTERNE_2,JOURS_DERNIER_CHANGEMENT_TEL,TYPE_ENTREPRISE,HEURE_DEMANDE,JOUR_DEMANDE,DEMANDES_CREDIT,ACCOMPAGNANT_DEMANDE,AGE,ANNEES_EMPLOI,SCORE_CONTACT,RATIO_ENFANTS_FAMILLE,DUREE_CREDIT_MOIS,DELAI_TRAITEMENT_DOSSIER,TRAITEMENT_DOSSIER_GROUPE,TRAITEMENT_DOSSIER_SIMPLIFIE,EMPLOI_TYPE
132773,0,Cash loans,F,N,Y,0,180000.0,940500.0,31212.0,940500.0,Pensioner,Higher education,Separated,House / apartment,-1771.0,-4267,1,0,0,0,0,1.0,0.6713243283712731,-1618.0,XNA,10,FRIDAY,4.0,Unaccompanied,56.8,0,0,0.0,30.0,2496.0,120j+,Long,Retraité
451764,1,Cash loans,M,Y,Y,2,135000.0,199080.0,13432.5,157500.0,Working,Higher education,Married,House / apartment,-701.0,-3510,1,1,0,0,0,4.0,0.3317501680295368,-1521.0,Business Entity Type 3,14,SATURDAY,1.0,Unaccompanied,30.4,5,1,0.5,15.0,2809.0,120j+,Long,Expérience Moyenne
175936,0,Cash loans,F,N,Y,0,180000.0,244512.0,23949.0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-935.0,-3775,1,1,0,1,0,1.0,0.6177532668763763,-1226.0,Business Entity Type 3,12,THURSDAY,1.0,Unaccompanied,56.8,4,2,0.0,10.0,2840.0,120j+,Long,Expérience Faible
108322,0,Cash loans,F,N,N,0,157500.0,675000.0,65889.0,675000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-47.0,-4425,1,0,0,0,0,1.0,0.2652563401861944,-1736.0,XNA,12,TUESDAY,1.0,Unaccompanied,64.7,0,0,0.0,10.0,4378.0,120j+,Long,Retraité
195999,0,Cash loans,F,N,N,3,135000.0,604152.0,30978.0,540000.0,Commercial associate,Higher education,Married,With parents,-3099.0,-3295,1,1,0,0,0,5.0,0.4636783200531121,-912.0,Business Entity Type 3,14,WEDNESDAY,1.0,Unaccompanied,35.4,3,1,0.6,20.0,196.0,120j+,Long,Expérience Faible
314329,0,Cash loans,F,N,Y,0,157500.0,225000.0,8613.0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-1718.0,-4413,1,0,0,0,0,1.0,0.6479765734622346,-1845.0,XNA,10,FRIDAY,2.0,Unaccompanied,61.8,0,0,0.0,26.0,2695.0,120j+,Long,Retraité
324564,0,Cash loans,M,N,Y,0,180000.0,251091.0,23850.0,238500.0,Working,Higher education,Married,House / apartment,-458.0,-2498,1,1,0,1,0,2.0,0.7644488381920377,-115.0,School,14,MONDAY,1.0,Unaccompanied,34.0,1,2,0.0,11.0,2040.0,120j+,Long,Expérience Faible
367886,1,Cash loans,F,N,N,0,126000.0,598486.5,21496.5,454500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1297.0,-4507,1,1,1,1,0,2.0,0.1239713889467226,-2036.0,Self-employed,14,TUESDAY,2.0,Unaccompanied,42.3,3,3,0.0,28.0,3210.0,120j+,Long,Expérience Faible
418290,0,Revolving loans,F,N,Y,2,135000.0,270000.0,13500.0,270000.0,Working,Higher education,Married,House / apartment,-3674.0,-4397,1,1,1,1,0,4.0,0.7196662046961513,-801.0,Police,14,THURSDAY,0.0,Unaccompanied,40.8,21,3,0.5,20.0,723.0,120j+,Long,Expérience Longue
456091,0,Cash loans,F,N,N,2,90000.0,454500.0,19386.0,454500.0,Working,Higher education,Married,House / apartment,-4816.0,-5239,1,1,0,0,0,4.0,0.6418724119778133,-1688.0,Kindergarten,15,FRIDAY,1.0,Unaccompanied,36.6,4,1,0.5,23.0,423.0,120j+,Long,Expérience Faible
370961,0,Cash loans,F,Y,Y,0,162000.0,203760.0,11826.0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-1758.0,-2451,1,0,0,0,0,2.0,0.5397767864996038,-1114.0,XNA,15,FRIDAY,2.0,Unaccompanied,61.7,0,0,0.0,17.0,693.0,120j+,Long,Retraité
212298,0,Cash loans,F,Y,N,0,112500.0,225000.0,20637.0,225000.0,State servant,Incomplete higher,Married,House / apartment,-207.0,-1163,1,1,0,1,0,2.0,0.6157943303309683,-1493.0,Security Ministries,7,FRIDAY,3.0,Unaccompanied,23.2,3,2,0.0,11.0,956.0,120j+,Long,Expérience Faible
250202,0,Cash loans,M,Y,Y,2,135000.0,787131.0,41935.5,679500.0,Working,Secondary / secondary special,Married,House / apartment,-2299.0,-3189,1,1,0,1,0,4.0,0.4723839258028183,-1751.0,Business Entity Type 2,5,FRIDAY,0.0,Family,44.4,7,2,0.5,19.0,890.0,120j+,Long,Expérience Moyenne
146045,0,Cash loans,F,N,Y,0,67500.0,254700.0,14350.5,225000.0,Working,Secondary / secondary special,Married,House / apartment,-3579.0,-3711,1,1,1,0,0,2.0,0.2692473789232896,-475.0,Medicine,13,FRIDAY,2.0,Unaccompanied,40.5,7,2,0.0,18.0,132.0,120j+,Long,Expérience Moyenne
224007,0,Cash loans,F,N,N,3,67500.0,450000.0,21888.0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1159.0,-3406,1,1,1,0,0,5.0,0.5995459923728483,-446.0,Medicine,11,FRIDAY,1.0,Unaccompanied,31.1,13,2,0.6,21.0,2247.0,120j+,Long,Expérience Moyenne
304064,0,Cash loans,F,N,Y,1,180000.0,76410.0,8748.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-1071.0,-4751,1,1,1,1,0,2.0,0.5423614663212196,-872.0,Self-employed,14,FRIDAY,4.0,Unaccompanied,43.2,3,3,0.5,9.0,3680.0,120j+,Long,Expérience Faible
410038,0,Cash loans,M,N,Y,1,225000.0,315000.0,20673.0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-1446.0,-4458,1,1,0,0,0,3.0,0.5735677628617818,-1077.0,Trade: type 2,15,MONDAY,1.0,Family,36.0,2,1,0.3333333333333333,15.0,3012.0,120j+,Long,Expérience Faible
372373,1,Cash loans,F,N,Y,0,112500.0,545040.0,26640.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-674.0,-1885,1,1,0,0,0,2.0,0.4006256440121464,-564.0,Business Entity Type 3,8,SATURDAY,4.0,Unaccompanied,29.8,4,1,0.0,20.0,1211.0,120j+,Long,Expérience Faible
190001,0,Cash loans,F,N,Y,0,112500.0,852088.5,34834.5,688500.0,Working,Higher education,Single / not married,House / apartment,-1320.0,-2373,1,1,0,0,0,1.0,0.5837985322592377,-548.0,Business Entity Type 3,18,FRIDAY,3.0,Unaccompanied,27.1,2,1,0.0,24.0,1053.0,120j+,Long,Expérience Faible
349424,0,Cash loans,F,N,Y,0,121500.0,284400.0,22599.0,225000.0,Working,Higher education,Single / not married,House / apartment,-62.0,-1131,1,1,0,0,0,1.0,0.5379183968017679,-309.0,Self-employed,13,TUESDAY,1.0,Unaccompanied,23.2,2,1,0.0,13.0,1069.0,120j+,Long,Expérience Faible
117926,0,Cash loans,F,N,N,1,157500.0,225000.0,11488.5,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-3868.0,-3892,1,1,1,0,0,2.0,0.1213662447079104,-1754.0,Other,4,MONDAY,2.0,Unaccompanied,32.1,4,2,0.5,20.0,24.0,15-30j,Standard,Expérience Faible
369064,0,Cash loans,F,N,N,0,202500.0,254700.0,25321.5,225000.0,Commercial associate,Higher education,Married,House / apartment,-3269.0,-3589,1,1,0,0,0,2.0,0.6493769404968287,0.0,Business Entity Type 2,13,TUESDAY,2.0,Unaccompanied,31.0,10,1,0.0,10.0,320.0,120j+,Long,Expérience Moyenne
364550,0,Cash loans,F,N,Y,0,292500.0,472500.0,46863.0,454500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-3653.0,-4150,1,0,0,0,0,1.0,0.7238468870550844,-1066.0,XNA,16,MONDAY,1.0,Unaccompanied,62.1,0,0,0.0,10.0,497.0,120j+,Long,Retraité
267794,0,Cash loans,M,Y,Y,0,225000.0,1078200.0,31522.5,900000.0,Working,Higher education,Married,House / apartment,-628.0,-4091,1,1,1,1,0,2.0,0.6287971440669053,-1871.0,Self-employed,12,TUESDAY,0.0,Unaccompanied,43.6,11,3,0.0,34.0,3463.0,120j+,Long,Expérience Moyenne
318133,0,Revolving loans,F,Y,Y,0,135000.0,405000.0,20250.0,405000.0,Pensioner,Higher education,Married,House / apartment,-2719.0,-3570,1,0,0,0,0,2.0,0.755158986901396,-557.0,XNA,13,FRIDAY,1.0,Unaccompanied,55.9,0,0,0.0,20.0,851.0,120j+,Long,Retraité
286415,0,Cash loans,F,N,Y,2,112500.0,545040.0,36553.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,-955.0,-1165,1,1,0,1,0,4.0,0.6170559277168195,-346.0,Trade: type 3,12,SUNDAY,1.0,"Spouse, partner",32.9,2,2,0.5,15.0,210.0,120j+,Long,Expérience Faible
154513,0,Cash loans,F,N,N,1,90000.0,490536.0,23989.5,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-542.0,-4266,1,1,0,0,0,2.0,0.6052183222447801,0.0,Business Entity Type 3,9,SATURDAY,0.0,Unaccompanied,36.7,2,1,0.5,20.0,3724.0,120j+,Long,Expérience Faible
297138,0,Cash loans,F,N,Y,0,112500.0,922500.0,27103.5,922500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-4104.0,-4252,1,0,0,0,0,2.0,0.6670789516124379,-861.0,XNA,9,THURSDAY,3.0,Unaccompanied,64.6,0,0,0.0,34.0,148.0,120j+,Long,Retraité
153765,0,Cash loans,F,N,N,2,135000.0,454500.0,14661.0,454500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-2749.0,-2868,1,1,0,0,0,4.0,0.471996976969789,-235.0,Agriculture,18,TUESDAY,4.0,Unaccompanied,42.7,7,1,0.5,31.0,119.0,60-120j,Long,Expérience Moyenne
417282,0,Cash loans,F,N,Y,0,112500.0,545040.0,19575.0,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-739.0,-4993,1,0,0,0,0,2.0,0.5782943469164882,-2445.0,XNA,15,MONDAY,0.0,Unaccompanied,61.6,0,0,0.0,28.0,4254.0,120j+,Long,Retraité
209840,0,Cash loans,F,N,N,0,135000.0,961146.0,28102.5,688500.0,Working,Secondary / secondary special,Married,House / apartment,-2226.0,-4548,1,1,0,0,0,2.0,0.7319757397439314,-2069.0,Security,9,TUESDAY,2.0,Unaccompanied,38.5,2,1,0.0,34.0,2322.0,120j+,Long,Expérience Faible
232045,0,Cash loans,F,Y,Y,2,135000.0,1256400.0,44644.5,900000.0,Commercial associate,Higher education,Separated,House / apartment,-189.0,-2703,1,1,0,0,0,3.0,0.5272328480756779,-272.0,Other,18,SATURDAY,4.0,Unaccompanied,27.5,1,1,0.6666666666666666,28.0,2514.0,120j+,Long,Expérience Faible
103855,0,Cash loans,F,N,N,0,450000.0,1041439.5,41301.0,841500.0,Working,Secondary / secondary special,Married,House / apartment,-2736.0,-4257,1,1,0,1,0,2.0,0.2563991885360997,-1398.0,Self-employed,17,TUESDAY,1.0,Unaccompanied,37.3,1,2,0.0,25.0,1521.0,120j+,Long,Expérience Faible
367456,0,Cash loans,F,N,Y,0,225000.0,1800000.0,47484.0,1800000.0,Working,Incomplete higher,Married,House / apartment,-718.0,-4718,1,1,1,1,0,2.0,0.5441845825346238,-1187.0,Business Entity Type 2,7,MONDAY,3.0,Unaccompanied,43.4,8,3,0.0,38.0,4000.0,120j+,Long,Expérience Moyenne
429334,0,Cash loans,M,N,N,2,90000.0,677664.0,24471.0,585000.0,Working,Secondary / secondary special,Married,House / apartment,-2096.0,-5012,1,1,0,0,0,4.0,0.3642562612268217,-1957.0,Business Entity Type 1,10,SATURDAY,1.0,Unaccompanied,37.9,7,1,0.5,28.0,2916.0,120j+,Long,Expérience Moyenne
346572,0,Cash loans,M,Y,Y,0,135000.0,540000.0,27571.5,540000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-4410.0,-4619,1,0,0,1,0,2.0,0.3809653565528637,-1402.0,XNA,13,MONDAY,2.0,Unaccompanied,64.7,0,1,0.0,20.0,209.0,120j+,Long,Retraité
349728,0,Cash loans,F,N,Y,0,76500.0,227520.0,18103.5,180000.0,Working,Secondary / secondary special,Married,House / apartment,-1657.0,-2548,1,1,0,0,0,2.0,0.7264271049981991,-1561.0,Other,15,WEDNESDAY,1.0,Unaccompanied,53.1,5,1,0.0,13.0,891.0,120j+,Long,Expérience Moyenne
260297,0,Cash loans,F,N,Y,0,202500.0,543037.5,31302.0,463500.0,Working,Higher education,Single / not married,House / apartment,-344.0,-3921,1,1,0,1,1,1.0,0.3385081291784094,-974.0,Security Ministries,6,THURSDAY,1.0,Unaccompanied,56.6,12,3,0.0,17.0,3577.0,120j+,Long,Expérience Moyenne
401419,0,Revolving loans,M,Y,N,1,157500.0,270000.0,13500.0,270000.0,State servant,Incomplete higher,Married,House / apartment,-102.0,-3796,1,1,0,0,1,3.0,0.4905343514194047,-1116.0,Police,18,FRIDAY,4.0,Family,31.4,9,2,0.3333333333333333,20.0,3694.0,120j+,Long,Expérience Moyenne
200481,0,Cash loans,F,N,N,0,270000.0,454500.0,17608.5,454500.0,Working,Secondary / secondary special,Civil marriage,With parents,-3157.0,-4288,1,1,1,0,0,2.0,0.5711645502189524,-2658.0,School,11,WEDNESDAY,3.0,Unaccompanied,40.1,6,2,0.0,26.0,1131.0,120j+,Long,Expérience Moyenne
257335,0,Cash loans,F,N,Y,2,67500.0,302206.5,15561.0,229500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1101.0,-1706,1,1,0,0,0,4.0,0.2597908215400957,-424.0,Trade: type 7,17,MONDAY,1.0,Unaccompanied,28.0,1,1,0.5,19.0,605.0,120j+,Long,Expérience Faible
103616,0,Cash loans,F,N,Y,0,90000.0,1212426.0,35451.0,868500.0,Working,Higher education,Married,House / apartment,-861.0,-2382,1,1,0,0,0,2.0,0.4901791353994955,-463.0,Self-employed,10,THURSDAY,0.0,Unaccompanied,56.9,6,1,0.0,34.0,1521.0,120j+,Long,Expérience Moyenne
448537,0,Cash loans,F,N,Y,0,166500.0,500566.5,34969.5,472500.0,State servant,Secondary / secondary special,Married,House / apartment,-518.0,-4261,1,1,0,1,0,2.0,0.2882564526372506,0.0,Restaurant,16,TUESDAY,0.0,Unaccompanied,57.2,39,2,0.0,14.0,3743.0,120j+,Long,Expérience Longue
257180,0,Cash loans,F,N,N,1,202500.0,562500.0,44572.5,562500.0,Working,Secondary / secondary special,Married,House / apartment,-681.0,-1156,1,1,0,0,1,3.0,0.3687393452745903,-1019.0,Self-employed,10,THURSDAY,1.0,Family,37.2,8,2,0.3333333333333333,13.0,475.0,120j+,Long,Expérience Moyenne
181942,0,Cash loans,F,N,N,0,225000.0,237024.0,18724.5,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-150.0,-3868,1,1,0,1,0,1.0,0.5862246754148254,-1722.0,Other,10,MONDAY,2.0,Unaccompanied,43.0,1,2,0.0,13.0,3718.0,120j+,Long,Expérience Faible
107502,1,Cash loans,F,N,N,1,81000.0,233784.0,11029.5,153000.0,Working,Secondary / secondary special,Married,House / apartment,-1493.0,-2369,1,1,0,0,0,3.0,0.0012019443072073,0.0,Self-employed,6,SUNDAY,1.0,Unaccompanied,27.1,0,1,0.3333333333333333,21.0,876.0,120j+,Long,Sans emploi
180719,1,Cash loans,M,Y,N,0,225000.0,675000.0,36747.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,-1070.0,-1352,1,1,0,0,0,2.0,0.5587013326343305,-911.0,Self-employed,12,THURSDAY,4.0,Family,48.8,10,1,0.0,18.0,282.0,120j+,Long,Expérience Moyenne
126046,0,Cash loans,F,N,Y,0,162000.0,247500.0,17730.0,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-868.0,-4577,1,1,1,1,0,2.0,0.6417467334913307,-1613.0,Trade: type 3,13,WEDNESDAY,2.0,Unaccompanied,33.9,4,3,0.0,14.0,3709.0,120j+,Long,Expérience Faible
341886,0,Cash loans,F,N,Y,0,135000.0,740704.5,35761.5,598500.0,Working,Higher education,Married,House / apartment,-55.0,-3450,1,1,0,0,0,2.0,0.5865428983759041,-499.0,Industry: type 5,11,THURSDAY,1.0,Unaccompanied,29.5,3,1,0.0,21.0,3395.0,120j+,Long,Expérience Faible
202844,0,Cash loans,M,Y,Y,0,125100.0,851778.0,25033.5,711000.0,Working,Secondary / secondary special,Married,House / apartment,-1286.0,-4237,1,1,0,0,0,2.0,0.7366303027189461,-836.0,Business Entity Type 2,10,THURSDAY,2.0,Family,60.5,5,1,0.0,34.0,2951.0,120j+,Long,Expérience Moyenne
140808,0,Revolving loans,F,Y,N,0,112500.0,180000.0,9000.0,180000.0,Working,Secondary / secondary special,Married,Office apartment,-841.0,-2553,1,1,0,0,0,2.0,0.6476223399106761,-1739.0,Business Entity Type 3,16,SATURDAY,1.0,Family,28.6,2,1,0.0,20.0,1712.0,120j+,Long,Expérience Faible
230068,0,Revolving loans,F,N,Y,1,90000.0,180000.0,9000.0,180000.0,State servant,Higher education,Married,House / apartment,-1072.0,-3052,1,1,0,1,0,3.0,0.5940367163013718,0.0,Business Entity Type 2,10,SATURDAY,0.0,Unaccompanied,31.2,1,2,0.3333333333333333,20.0,1980.0,120j+,Long,Expérience Faible
279528,1,Cash loans,F,N,Y,2,112500.0,314055.0,17167.5,238500.0,Working,Secondary / secondary special,Married,House / apartment,-908.0,-2393,1,1,0,0,0,4.0,0.1423895468314337,-454.0,Business Entity Type 3,11,MONDAY,6.0,Unaccompanied,40.6,3,1,0.5,18.0,1485.0,120j+,Long,Expérience Faible
288441,1,Cash loans,M,Y,Y,0,234000.0,1113840.0,44302.5,900000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1919.0,-4026,1,1,1,1,0,2.0,0.1239571404071764,-833.0,Telecom,17,WEDNESDAY,0.0,Family,34.9,10,3,0.0,25.0,2107.0,120j+,Long,Expérience Moyenne
228435,1,Cash loans,M,N,Y,1,229500.0,797818.5,40864.5,634500.0,Working,Higher education,Married,House / apartment,-223.0,-4262,1,1,0,0,0,3.0,0.3861201072210694,-1946.0,Business Entity Type 3,10,WEDNESDAY,0.0,Unaccompanied,34.7,2,1,0.3333333333333333,20.0,4039.0,120j+,Long,Expérience Faible
411932,0,Cash loans,M,Y,N,0,112500.0,1546020.0,40914.0,1350000.0,Commercial associate,Higher education,Married,Rented apartment,-1768.0,-4047,1,1,0,1,0,2.0,0.6769877186322466,-4.0,School,19,FRIDAY,0.0,Unaccompanied,36.2,4,2,0.0,38.0,2279.0,120j+,Long,Expérience Faible
195045,0,Cash loans,F,N,N,0,135000.0,71955.0,8536.5,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-4230.0,-5312,1,1,0,1,0,2.0,0.4916164514635639,-300.0,Medicine,10,TUESDAY,2.0,Unaccompanied,36.9,10,2,0.0,8.0,1082.0,120j+,Long,Expérience Moyenne
204783,0,Cash loans,F,Y,Y,0,135000.0,284400.0,18306.0,225000.0,Working,Higher education,Married,House / apartment,-2960.0,-4983,1,1,0,1,0,2.0,0.6343940889425937,-1445.0,Bank,12,TUESDAY,1.0,Unaccompanied,37.0,8,2,0.0,16.0,2023.0,120j+,Long,Expérience Moyenne
243934,0,Cash loans,F,N,Y,0,166500.0,563080.5,17068.5,486085.5,Working,Secondary / secondary special,Separated,House / apartment,-668.0,-4312,1,1,0,1,0,1.0,0.6124259459087565,-1440.0,Self-employed,12,FRIDAY,3.0,Unaccompanied,32.7,5,2,0.0,33.0,3644.0,120j+,Long,Expérience Moyenne
183528,1,Cash loans,M,Y,N,1,81000.0,152820.0,17370.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-897.0,-2548,1,1,0,0,1,3.0,0.1288120422291795,-862.0,Self-employed,9,WEDNESDAY,2.0,Unaccompanied,27.1,2,2,0.3333333333333333,9.0,1651.0,120j+,Long,Expérience Faible
413332,0,Cash loans,F,N,Y,0,270000.0,307944.0,28624.5,292500.0,Working,Higher education,Married,House / apartment,-2111.0,-4849,1,1,0,1,0,2.0,0.7532049358098746,-174.0,School,18,SATURDAY,0.0,Unaccompanied,42.5,14,2,0.0,11.0,2738.0,120j+,Long,Expérience Moyenne
202061,0,Cash loans,F,N,Y,1,78300.0,118512.0,8050.5,90000.0,Working,Secondary / secondary special,Married,With parents,-225.0,-325,1,1,1,0,0,3.0,0.5073707248137578,-2070.0,Self-employed,16,THURSDAY,0.0,Family,27.4,5,2,0.3333333333333333,15.0,100.0,60-120j,Long,Expérience Moyenne
246417,1,Cash loans,F,N,Y,0,180000.0,1102171.5,46827.0,945000.0,Commercial associate,Higher education,Married,House / apartment,-1478.0,-1784,1,1,0,0,0,2.0,0.2153601172011747,0.0,Self-employed,11,TUESDAY,0.0,Unaccompanied,37.3,4,1,0.0,24.0,306.0,120j+,Long,Expérience Faible
133819,0,Cash loans,F,N,Y,0,247500.0,2115000.0,86274.0,2115000.0,Pensioner,Higher education,Married,House / apartment,-3539.0,-4135,1,0,0,0,0,2.0,0.7329099555983389,-592.0,XNA,13,SUNDAY,1.0,Family,61.0,0,0,0.0,25.0,596.0,120j+,Long,Retraité
309872,1,Cash loans,M,N,Y,0,180000.0,103500.0,9621.0,103500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-450.0,-952,1,1,0,0,1,1.0,0.1571892972543516,-429.0,Military,9,THURSDAY,0.0,Family,22.6,2,2,0.0,11.0,502.0,120j+,Long,Expérience Faible
218425,1,Cash loans,M,N,Y,0,180000.0,152820.0,11205.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1190.0,-5005,1,1,1,0,0,2.0,0.3589156070452437,0.0,Construction,9,TUESDAY,1.0,Unaccompanied,39.9,1,2,0.0,14.0,3815.0,120j+,Long,Expérience Faible
298107,0,Cash loans,F,N,Y,1,90000.0,225000.0,8613.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-453.0,-4324,1,1,1,0,0,3.0,0.724309990288038,-1931.0,School,15,SATURDAY,2.0,Family,37.1,16,2,0.3333333333333333,26.0,3871.0,120j+,Long,Expérience Longue
231559,0,Cash loans,M,Y,N,2,247500.0,1125000.0,57280.5,1125000.0,Commercial associate,Higher education,Married,House / apartment,-1455.0,-1972,1,1,0,0,0,4.0,0.7166964258028804,-1135.0,Transport: type 4,15,TUESDAY,3.0,Unaccompanied,40.8,6,1,0.5,20.0,517.0,120j+,Long,Expérience Moyenne
205115,0,Cash loans,F,N,Y,0,225000.0,1552221.0,54085.5,1417500.0,Pensioner,Higher education,Married,House / apartment,-1627.0,-4877,1,0,0,0,0,2.0,0.6766385412671162,-297.0,XNA,11,SATURDAY,3.0,Family,61.9,0,0,0.0,29.0,3250.0,120j+,Long,Retraité
157343,0,Cash loans,F,N,Y,0,45000.0,56880.0,2781.0,45000.0,Working,Higher education,Married,House / apartment,-645.0,-3388,1,1,1,1,0,2.0,0.7169050617654644,-499.0,Kindergarten,10,WEDNESDAY,2.0,Children,30.7,2,3,0.0,20.0,2743.0,120j+,Long,Expérience Faible
407399,0,Cash loans,M,Y,Y,0,90000.0,269550.0,14751.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-4871.0,-5367,1,1,1,0,0,2.0,0.6941755970450293,-251.0,Medicine,10,WEDNESDAY,1.0,Unaccompanied,60.1,1,2,0.0,18.0,496.0,120j+,Long,Expérience Faible
126135,0,Cash loans,M,N,Y,0,112500.0,592560.0,30384.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-92.0,-2320,1,1,0,0,0,2.0,0.4499619726745819,-902.0,Construction,11,SATURDAY,1.0,Unaccompanied,26.4,4,1,0.0,20.0,2228.0,120j+,Long,Expérience Faible
374382,0,Cash loans,M,N,Y,0,202500.0,1133748.0,33147.0,990000.0,State servant,Secondary / secondary special,Married,House / apartment,-1926.0,-4212,1,1,1,0,0,2.0,0.6694833718585176,-23.0,Other,4,SATURDAY,1.0,Unaccompanied,32.7,8,2,0.0,34.0,2286.0,120j+,Long,Expérience Moyenne
216070,0,Revolving loans,F,N,Y,2,135000.0,810000.0,40500.0,810000.0,Working,Higher education,Married,House / apartment,-716.0,-1773,1,1,0,0,0,4.0,0.6574635771143577,-448.0,Self-employed,13,FRIDAY,0.0,"Spouse, partner",34.9,9,1,0.5,20.0,1057.0,120j+,Long,Expérience Moyenne
259048,0,Cash loans,F,N,Y,1,202500.0,675000.0,34596.0,675000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16.0,-582,1,1,0,0,0,3.0,0.4850434536950637,-259.0,Business Entity Type 3,10,WEDNESDAY,4.0,Unaccompanied,38.0,3,1,0.3333333333333333,20.0,566.0,120j+,Long,Expérience Faible
454058,0,Revolving loans,F,Y,Y,1,135000.0,270000.0,13500.0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-240.0,-3421,1,1,0,1,0,3.0,0.6660729065222493,-2.0,School,15,SUNDAY,1.0,Unaccompanied,41.5,5,2,0.3333333333333333,20.0,3181.0,120j+,Long,Expérience Moyenne
102962,0,Cash loans,M,Y,N,0,292500.0,1125171.0,41827.5,1035000.0,Working,Secondary / secondary special,Married,House / apartment,-3515.0,-4922,1,1,0,0,0,2.0,0.5194159954616018,-1363.0,Business Entity Type 3,15,THURSDAY,4.0,Unaccompanied,43.5,3,1,0.0,27.0,1407.0,120j+,Long,Expérience Faible
232154,0,Cash loans,F,N,Y,0,225000.0,1546020.0,42511.5,1350000.0,Working,Secondary / secondary special,Widow,Municipal apartment,-313.0,-1834,1,1,0,0,0,1.0,0.4625528314008855,0.0,Business Entity Type 3,17,WEDNESDAY,1.0,Unaccompanied,50.2,9,1,0.0,36.0,1521.0,120j+,Long,Expérience Moyenne
163641,1,Cash loans,M,N,Y,0,540000.0,446787.0,35820.0,414000.0,Working,Higher education,Married,House / apartment,-494.0,-2785,1,1,0,0,0,2.0,0.2509058196780082,0.0,Business Entity Type 3,11,TUESDAY,1.0,Other_A,30.5,2,1,0.0,12.0,2291.0,120j+,Long,Expérience Faible
362647,0,Cash loans,F,N,Y,0,202500.0,481855.5,47070.0,463500.0,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,-3959.0,-4847,1,1,0,0,0,2.0,0.5943161825130336,-600.0,Business Entity Type 3,14,SATURDAY,0.0,Unaccompanied,38.8,5,1,0.0,10.0,888.0,120j+,Long,Expérience Moyenne
228804,0,Cash loans,M,N,Y,0,225000.0,544068.0,25492.5,382500.0,Working,Secondary / secondary special,Married,House / apartment,-2872.0,-4900,1,1,0,0,0,2.0,0.5265678174398003,-610.0,Self-employed,5,WEDNESDAY,3.0,Unaccompanied,41.5,11,1,0.0,21.0,2028.0,120j+,Long,Expérience Moyenne
452962,0,Cash loans,M,N,Y,0,60300.0,239850.0,24705.0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-1108.0,-4723,1,0,0,1,0,2.0,0.5716036983261973,-319.0,XNA,9,MONDAY,0.0,Children,61.5,0,1,0.0,10.0,3615.0,120j+,Long,Retraité
